word,ipa
karet,[ˈka.rɛt̪̚]
kari,/ˈka.ri/
karier,[kaˈriɛr]
karier,[kaˈrɪr]
karina,/kaˈrina/
karina,[kaˈri.na]
karisma,[kaˈrɪs.ma]
karkas,/kar.kas/
karkun,/ˈkarkʊn/
karlak,[ˈkarlak̚]
karma,/karma/
karmina,/karˈmina/
karmina,[karˈmi.na]
karna,/kar.na/
karnaval,[karˈnaval]
karnivor,/karˈnivɔr/
karnivora,/karniˈvora/
karo,/ˈkaro/
karo,[ˈka.ro]
karoseri,[karosəˈri]
karper,[ˈkarpər]
karpet,/ˈkar.pɛt/
karpet,[ˈkar.pɛt̪̚]
karsa,/karsa/
karsinogen,/karsiˈnoɡɛn/
karsinogen,[kar.siˈno.ɡɛn]
karsinogenik,/karsinoˈɡɛnik/
karsinogenik,[kar.si.noˈɡɛ.nɪk̚]
kartap,/ˈkartap/
kartap,[ˈkar.t̪ap̚]
kartel,/kar.tɛl/
karti,[ˈkart̪i]
kartika,/kar.ti.ka/
kartilago,[kartiˈlaɡo]
kartografer,/kartoˈɡrafər/
kartografi,[kartoˈɡrafi]
karton,/ˈkarton/
karton,[ˈkar.t̪ɔn]
kartonis,/karˈtonis/
kartonis,[karˈt̪o.nɪs]
kartotek,/karˈtɔtɛk/
kartotek,[karˈt̪ɔ.t̪ɛk̚]
kartrid,[ˈkartrɪd]
kartu,/ˈkartu/
kartu,[ˈkar.t̪u]
kartu debit,/ˌkartu ˈdebit/
kartu debit,[ˌkar.t̪u ˈde.bɪt̪̚]
kartu identitas,[ˈkartu ɪdɛnˈtitas]
kartu kendali,/ˈkar.tu kən.ˈda.li/
kartu kredit,/ˌkartu ˈkredit/
kartu kredit,[ˌkar.t̪u ˈkre.dɪt̪̚]
kartu tanda penduduk,/ˌkartu ˌtanda pənˈduduʔ/
kartu tanda penduduk,[ˌkar.t̪u ˌt̪an.da pənˈdu.dʊʔ]
kartun,/kartun/
kartunis,/karˈtunis/
kartunis,[karˈt̪u.nɪs]
karuhun,/kaˈruhun/
karuhun,[kaˈru.hʊn]
karuna,/kaˈruna/
karuna,[kaˈru.na]
karung,/ˈka.rʊŋ/
karunia,/karunia̯/
karya,/ˈkarja/
karya,[ˈkar.ja]
karya seni,/ˈkar.ja sə.ˈni/
karyawan,[karˈjawan]
karyawisata,/ˈkarja wiˈsata/
karyono,/kaˈrjono/
karyono,[kaˈrjo.no]
kas,[ˈkas]
kasa,[ˈka.sa]
kasar,/ˈkasar/
kasar,[ˈka.sar]
kasasi,[kaˈsasi]
kasatmata,/kasatˈmata/
kasatmata,[ka.sat̪̚ˈma.t̪a]
kasau,/ˈka.sau̯/
kasau,[ˈka.sau̯]
kasava,[kaˈsava]
kasaya,/kaˈsaja/
kasaya,[kaˈsa.ja]
kasbon,/ˈkasbon/
kasbon,[ˈkas.bɔn]
kasdam,/ˈkasdam/
kasdam,[ˈkas.dam]
kasep,/ˈka.sɛp/
kaset,[ˈkasɛt̚]
kasi,/ˈkasi/
kasi,[ˈka.si]
kasidah,/kaˈsidah/
kasidah,[kaˈsi.dah]
kasih,/ˈkasih/
kasih,[ˈka.sɪh]
kasih sayang,/ˌkasih ˈsajaŋ/
kasih sayang,[ˌka.sɪh ˈsa.jaŋ]
kasih tahu,/ka.sɪh ˈta.(h)u/
kasino,[kaˈsino]
kasir,[ˈkasɪr]
kaskade,[kasˈkadə]
kasmutik,[kasˈmutɪk̚]
kaspe,[ˈkaspe]
kasta,[ˈkast̪a]
kastanya,/kasˈtaɲa/
kastanya,[kasˈt̪a.ɲa]
kastanye,/kas.ˈta.ɲə/
kastawa,[kasˈtawa]
kastel,/kas.tɛl/
kasti,[ˈkasti]
kastil,/kas.tɪl/
kastono,/kasˈtono/
kastono,[kasˈt̪o.no]
kastrasi,[kasˈtrasi]
kastroisme,/kastroˈismə/
kastroisme,[kas.t̪roˈis.mə]
kastroli,/kasˈtroli/
kastroli,[kasˈt̪ro.li]
kasturi,/kas.ˈtu.ri/
kasualitas,/kasuaˈlitas/
kasualitas,[ka.su.aˈli.t̪as]
kasuistik,/kasuˈɪstɪk̚/
kasula,/kaˈsula/
kasula,[kaˈsu.la]
kasur,/ˈka.sʊr/
kasus,/ˈkasus/
kasus,[ˈka.sʊs]
kasus impor,/ˈkasʊs ˈɪmpɔr/
kasyaf,/ˈka.ʃaf/
kata,/ˈkata/
kata,[ˈka.t̪a]
kata benda,[ˈkata bənˈda]
kata dasar,/ˌka.ta ˈda.sar/
kata dasar,[ˌka.t̪a ˈda.sar]
kata ganti,/ˈka.ta ˈɡan.ti/
kata ganti orang,/ˈka.ta ˈɡan.ti ˈɔraŋ/
kata hubung,/ka.ta ˈhu.bʊŋ/
kata kerja,[ˈkata kərˈd͡ʒa]
kata kerja bantu,/ˈka.ta kər.ˈd͡ʒa ˈban.tu/
kata kunci,[ˈkata ˈkʊnt͡ʃi]
kata kunci,[ˈkata ˈkʊɲt͡ʃi]
kata lewat,[ˈkata lɛwat̚]
kata majemuk,[ˈkat̪a mad͡ʒəˈmʊʔ]
kata nama,[ˈkata ˈnama]
kata penghubung,/ka.ta pəŋˈhu.bʊŋ/
kata pengiring,/ˌkata pəˈŋiriŋ/
kata pengiring,[ˌka.t̪a pəˈŋi.rɪŋ]
kata penjelasan,/ˌkata pənd͡ʒəˈlasan/
kata penjelasan,[ˌka.t̪a pəɲ.d͡ʒəˈla.san]
kata sandang,/ˈka.ta ˈsan.daŋ/
kata sandi,[ˈkata ˈsandi]
kata serapan,[ˈkata səˈrapan]
kata sifat,/ˌkata ˈsifat/
kata sifat,[ˌka.t̪a ˈsi.fat̪̚]
kata ucapan,/ˌkata uˈt͡ʃapan/
kata ucapan,[ˌka.t̪a uˈt͡ʃa.pan]
kata-,[kata]
katai,[ˈkatai̯]
katak,/ˈkataʔ/
kataka,[kaˈta.ka]
katakan,/kaˈtakan/
katakan,[kaˈt̪a.kan]
katakomba,[ka.taˈkɔm.ba]
katalis,[kaˈtalɪs]
katalisator,[kataliˈsatɔr]
katalog,[kaˈtalɔɡ]
katan,[ˈkatan]
katana,/kaˈtana/
katana,[kaˈt̪a.na]
katanya,/kataˈɲa/
katanya,/kaˈtaɲa/
katanya,[ka.t̪aˈɲa]
katanya,[kaˈt̪a.ɲa]
katapel,/kaˈtapɛl/
katapel,[kaˈt̪a.pɛl]
katarak,[kaˈtarak]
katarsis,[kaˈtar.sɪs]
katastrofe,[katasˈtrofə]
katastrofi,[katasˈtrofi]
katedral,/katədral/
kategori,[katəˈɡori]
katekese,[katəˈkesə]
katekis,[katəˈkɪs]
katekisan,/katəˈkisan/
katekisan,[ka.t̪əˈki.san]
katekisasi,[katəkiˈsasi]
katekisasi pranikah,/ka.tə.kiˌsa.si praˈni.kah/
katekisasi pranikah,[ka.t̪ə.kiˌsa.si praˈni.kah]
katekismus,[katəˈkɪsmʊs]
kateksis,/kaˈtɛksis/
kateksis,[kaˈt̪ɛk̚.sɪs]
katekumen,[ka.təˈku.mən]
katena,[kaˈtɛna]
katering,[ˈkatərɪŋ]
kateter,[kaˈtɛtər]
kati,/ˈkati/
kati,[ˈka.t̪i]
katil,[ˈkatɪl]
katoda,/ka.to.da/
katode,/ka.to.də/
katolik,[kaˈtolɪk]
katolikos,/katoˈlikos/
katolikos,[ka.t̪oˈli.kɔs]
katolisisme,/katoliˈsismə/
katolisisme,[ka.t̪o.liˈsis.mə]
katrij,[ˈkatrɪd͡ʒ]
katrol,[ˈkatrɔl]
katsuobusyi,/katsuoˈbuʃi/
katsuobusyi,[kat̪̚.su.oˈbu.ʃi]
katun,/ˈkatun/
katung,/ˈkatuŋ/
katung,[ˈka.t̪ʊŋ]
katup,/ˈkatup/
katup,[ˈka.t̪ʊp̚]
katwal,[ˈkat̚.wal]
kau,/ˈkau̯/
kau,/ˈko/
kau,[ˈkau̯]
kau,[ˈko]
kau-,/kau̯/
kaul,/ˈkaul/
kaul,[ˈka.ʊl]
kaum,/ˈkaum/
kaum,[ˈka.ʊm]
kaum belok,/ˌka.um ˈbe.lok/
kaum belok,[ˌka.ʊm ˈbe.lɔk̚]
kauman,[kaˈʊman]
kaus,/ˈka.ʊs/
kaus kaki,[ˈkaʊs ˈkaki]
kaus kutang,/ˌkaus ˈkutaŋ/
kaus kutang,[ˌka.ʊs ˈku.t̪aŋ]
kausa,[ˈkau̯sa]
kausal,[ˈkau̯sal]
kausalitas,[kau̯saˈlitas]
kausasi,[kau̯ˈsasi]
kautsar,/kaˈutsar/
kautsar,/ˈkau̯sar/
kautsar,/ˈkau̯θar/
kautsar,[kaˈut̪̚.sar]
kautsar,[ˈkau̯.sar]
kautsar,[ˈkau̯.θar]
kavaleri,[kavaləˈri]
kaveling,[kavəˈlɪŋ]
kawah,[ˈkawah]
kawak,/ˈkawak/
kawak,[ˈka.wak̚]
kawakan,/kaˈwakan/
kawakan,[kaˈwa.kan]
kawal,/ˈkawal/
kawal,[ˈka.wal]
kawalan,/kaˈwalan/
kawalan,[kaˈwa.lan]
kawan,/ˈkawan/
kawan,[ˈka.wan]
kawanan,/kaˈwa.nan/
kawanua,[kaˈwanua̯]
kawasan,/kaˈwasan/
kawasan,[kaˈwa.san]
kawasan ekonomi khusus,/kaˈwasan ekoˈnomi ˈxusʊs/
kawasan industri,/kaˌwasan inˈdustri/
kawasan industri,[kaˌwa.san inˈdus.t̪ri]
kawat,/ˈkawat/
kawat,[ˈka.wat̪̚]
kawi,[ˈkawi]
kawin,/ˈkawin/
kawin,[ˈka.wɪn]
kawin gantung,/ˌkawin ˈɡantuŋ/
kawin gantung,[ˌka.wɪn ˈɡan̪.t̪ʊŋ]
kawinkan,/kaˈwinkan/
kawinkan,[kaˈwin.kan]
kawula,[kaˈwula]
kawung,/ˈkawuŋ/
kawung,[ˈka.wʊŋ]
kaya,/ˈka.ja/
kaya,[ˈka.ja]
kaya hati,/ˌka.ja ˈha.ti/
kaya hati,[ˌka.ja ˈha.t̪i]
kayak,[ˈka.jak]
kayak,[ˈka.jaʔ]
kayangan,/kaˈjaŋan/
kayangan,[kaˈja.ŋan]
kayas,/kaˈjas/
kayau,/ˈkajau̯/
kayau,[ˈka.jau̯]
kayu,/ˈkaju/
kayu,[ˈka.ju]
kayu manis,/ˈka.ju ˈma.nɪs/
kayu putih,/ˌkaju ˈputih/
kayu putih,[ˌka.ju ˈpu.t̪ɪh]
kayuh,/ˈkajuh/
kayuh,[ˈka.jʊh]
kayuhkan,/kaˈjuhkan/
kayuhkan,[kaˈjuh.kan]
kazakstan,/kaˈzakstan/
kb,/ˈka.be/
kbh,/kaˈbeha/
kdrt,/ka.de.ɛr.te/
ke,[ˈk]
ke,[ˈkə]
ke-,/kə/
ke- -an,/kə an/
ke- -in,/kə- -ɪn/
keabnormalan,/kəabnorˈmalan/
keabnormalan,[kə.ap̚.norˈma.lan]
keabsahan,/kəabˈsahan/
keabsahan,[kə.ap̚ˈsa.han]
keabsurdan,/kəabˈsurdan/
keabsurdan,/kəabˈsurtan/
keabsurdan,[kə.ap̚ˈsur.dan]
keabsurdan,[kə.ap̚ˈsur.t̪an]
keadaan,/kəaˈdaan/
keadaan,[kə.aˈda.(ʔ)an]
keadaan kahar,/kəˈadaan ˈkahar/
keadilan,/kəˈadɪlan/
keadilan sosial,/kəˈadɪlan soˈsial/
keadvokatan,/kə.at.vo.ˈkat.an/
keagamaan,/kəaɡaˈmaan/
keagamaan,[kə.a.ɡaˈma.(ʔ)an]
keahlian,/kə.ah.ˈli.an/
keajegan,/kəˈad͡ʒəɡan/
keajegan,[kəˈa.d͡ʒə.ɡan]
keajekan,/kəˈad͡ʒəkan/
keajekan,[kəˈa.d͡ʒə.kan]
keamanan,/kə.(ʔ)aˈma.nan/
keamanan komputer,/kə.(ʔ)aˌma.nan kɔmˈpu.tɛr/
keamanan nasional,/kə.(ʔ)aˌmanan na.siˈo.nal/
keamanan pangan,/kəaˈmanan ˈpaŋan/
keamanan siber,/kə.(ʔ)aˌma.nan ˈsi.bər/
keamanan sosial,/kə.a.ˈman.an so.ˈsi.al/
keamiran,[kəamiran]
keandalan,/kəanˈdalan/
keandalan,[kə.anˈda.lan]
keanekaragaman,/kə.a.nɛ.ka.ra.ɡa.man/
keanggotaan,/kəaŋɡoˈtaan/
keanggotaan,[kə.aŋ.ɡoˈt̪a.(ʔ)an]
keapostolikan,/kəapostoˈlikan/
keapostolikan,[kə.a.pos.t̪oˈlik̚.an]
kearsipan,/kəarˈsipan/
kearsipan,[kə.arˈsip̚.an]
keasaman,/kəaˈsaman/
keawasan,/kəaˈwasan/
keawasan,[kə.aˈwas.an]
kebab,/kəˈbap/
kebab,/kəˈbap̚/
kebaca,/kəˈbat͡ʃa/
kebaca,[kəˈba.t͡ʃa]
kebagian,/kəbaˈɡian/
kebagian,[kə.baˈɡi.an]
kebagusan,/kəbaˈɡusan/
kebagusan,[kə.baˈɡu.san]
kebahagiaan,/kəbahaɡiˈaan/
kebahagiaan,[kə.ba.ha.ɡiˈa.(ʔ)an]
kebahasaan,/kəbahaˈsa(ʔ)an/
kebaikan,/kəˈbai̯.kan/
kebajikan,/kə.ba.ˈd͡ʒɪk.an/
kebajikan ilahi,/kə.baˌd͡ʒi.kan iˈla.hi/
kebajikan ilahi,[kə.baˌd͡ʒi.kan iˈla.hi]
kebakaran,/kəˈba.kaˈran/
kebaktian,/kəbakˈtian/
kebaktian,[kə.bak̚ˈt̪i.an]
kebal,[kəˈbal]
kebangkitan,/kəbaŋˈkitan/
kebangkitan,[kə.baŋˈki.t̪an]
kebangsaan,/kə.baŋ.sa.an/
kebangsaan,/kə.baŋ.sa.ʔan/
kebangunan,/kəbaˈŋunan/
kebangunan,[kə.baˈŋu.nan]
kebas,/kəˈbas/
kebas,[kəˈbas]
kebasahan,/kəbaˈsahan/
kebasahan,[kə.baˈsa.han]
kebaskan,/kəˈbaskan/
kebaskan,[kəˈbas.kan]
kebat,[kəˈbat̪̚]
kebaya,[kəˈbaja]
kebebasan,/kəbeˈbasan/
kebebasan,[kə.beˈba.san]
kebebasan akademik,/kə.be.ˈbas.an aka.ˈdə.mɪk̚/
kebebasan finansial,/kəbɛˈbasan finanˈsial/
kebelet,/ˈkəbələt/
kebelet,[ˈkə.bə.lət̪̚]
kebenaran,[kəbəˈnaran]
kebencian,/kəbənˈt͡ʃian/
kebencian,[kə.bəɲˈt͡ʃi.an]
keberagaman,/kəbəraˈɡaman/
keberagaman,[kə.bə.raˈɡa.man]
keberangkatan,/kəbəraŋˈkatan/
keberangkatan,[kə.bə.raŋˈka.t̪an]
keberanian,/kəbəraˈnian/
keberanian,[kə.bə.raˈni.an]
keberartian,/kə.bə.rarˈti.an/
keberatan,/kəbəˈratan/
keberhasilan,/kəbərhaˈsilan/
keberhasilan,[kə.bər.haˈsi.lan]
keberlangsungan,/kəbərlaŋˈsuŋan/
keberlangsungan,[kə.bər.laŋˈsu.ŋan]
keberlanjutan,/kə.bər.lan.ˈd͡ʒʊt.an/
kebermaknaan,/kə.bər.maʔˈna.(ʔ)an/
kebersamaan,/kəbərsaˈmaan/
kebersamaan,[kə.bər.saˈma.(ʔ)an]
keberserakan,/kəbərseˈrakan/
kebersyukuran,/kəbərʃuˈkuran/
keberterimaan,/kəbərtəriˈmaan/
keberterimaan,[kə.bər.t̪ə.riˈma.(ʔ)an]
keberuntungan,/kəbərunˈtuŋan/
keberuntungan,[kə.bə.run̪ˈt̪u.ŋan]
kebesaran,/kə.bəˈsa.ran/
kebetulan,[kəbəˈt̪ʊlan]
kebiasaan,/kəbiaˈsaan/
kebiasaan,[kə.bi.aˈsa.(ʔ)an]
kebiasaan makan,/kə.bi.a.ˈsa.an ˈma.kan/
kebidanan,/kə.bi.ˈdan.an/
kebijakan,[kəbiˈd͡ʒak̚an]
kebijakan administrasi,/kə.bi.ˈd͡ʒak.an at.mi.nɪs.ˈtra.si/
kebijaksanaan,/kəbid͡ʒaksaˈnaan/
kebinekaan,/kə̂bineˈkaan/
kebinekaan,[kə̂.bi.neˈka.(ʔ)an]
kebo,/kəˈbo/
kebodohan,/kəboˈdohan/
kebodohan,[kə.boˈdo.han]
kebolehjadian,/kəboləhd͡ʒaˈdian/
kebolehjadian,[kə.bo.ləh.d͡ʒaˈdi.an]
kebuang,/kəˈbu.aŋ/
kebuang-buang,/kə.bu.aŋˈbu.aŋ/
kebugaran,/kə.bu.ˈɡar.an/
kebuka,/kəˈbu.ka/
kebuli,/kəˈbuli/
kebun,/kəˈbun/
kebun,[kəˈbun]
kebun binatang,/kə.bʊn bi.na.taŋ/
kebupatian,/kəbupaˈtian/
kebupatian,[kə.bu.paˈt̪i.an]
keburu,/kəˈburu/
keburu,[kəˈbu.ru]
kebut,/kəˈbʊt̚/
kebutuhan,/kəbuˈtuhan/
kebutuhan,[kə.buˈt̪u.han]
kecakapan,/kət͡ʃaˈkapan/
kecakapan,[kə.t͡ʃaˈka.pan]
kecam,/kə.ˈt͡ʃam/
kecamatan,/kə.t͡ʃa.ma.tan/
kecambah,/kəˈt͡ʃambah/
kecambah,[kəˈt͡ʃam.bah]
kecanduan,/kə.t͡ʃan.ˈdu.an/
kecanggungan,/kət͡ʃaŋˈɡuŋan/
kecanggungan,[kə.t͡ʃaŋˈɡu.ŋan]
kecantikan,/kət͡ʃanˈtikan/
kecantikan,[kə.t͡ʃan̪ˈt̪i.kan]
kecap,/kəˈt͡ʃap/
kecap,/ˈket͡ʃap/
kecap,[kəˈt͡ʃap̚]
kecap,[ˈke.t͡ʃap̚]
kecap lemes,/kəˌt͡ʃap ˈləməs/
kecap lemes,[kəˌt͡ʃap̚ ˈlə.məs]
kecapi,[kəˈtʃäpi]
kecapi,[ˈkɛtʃapi]
kecebong,/kəˈt͡ʃɛbɔŋ/
kecebong,[kəˈt͡ʃɛ.bɔŋ]
kecelakaan,[kət͡ʃəlaˈkaan]
kecemasan,/kət͡ʃəˈmasan/
kecemasan berpisah,/kət͡ʃəˌmasan bərˈpisah/
kecemasan berpisah,[kə.t͡ʃəˌma.san bərˈpi.sah]
kecemburuan,[kət͡ʃəmbuˈruan]
kecepatan,/kət͡ʃəˈpatan/
kecepatan lepas,/kə.t͡ʃə.ˈpat.an lə.ˈpas/
kecepatan rencana,/kə.t͡ʃəˌpa.tan rənˈt͡ʃa.na/
kecepatan rencana,[kə.t͡ʃəˌpa.t̪an rəɲˈt͡ʃa.na]
kecerdasan,[kət͡ʃərˈdasan]
kecerdasan artifisial,[kət͡ʃərˈdasan artifiˈsial]
kecerdasan buatan,/kət͡ʃərˌdasan buˈatan/
kecerdasan buatan,[kə.t͡ʃərˌda.san buˈa.t̪an]
kecik,/ˈkə.t͡ʃɪʔ/
kecil,/kəˈt͡ʃil/
kecil,[kəˈt͡ʃɪl]
kecilan,/kəˈt͡ʃilan/
kecilan,[kəˈt͡ʃi.lan]
kecintaan,/kət͡ʃinˈtaan/
kecintaan,[kə.t͡ʃin̪ˈt̪a.(ʔ)an]
kecipir,/kəˈt͡ʃipir/
kecipir,[kəˈt͡ʃi.pɪr]
kecoa,[kəˈt͡ʃoa]
kecoak,/kəˈt͡ʃoaʔ/
kecoak,[kəˈt͡ʃo.aʔ]
kecocokan,/kə.t͡ʃɔˈt͡ʃɔ.kan/
kecolongan,[kət͡ʃoˈlɔŋan]
kecondongan,/kət͡ʃonˈdoŋan/
kecondongan,[kə.t͡ʃonˈdo.ŋan]
kecrutan,/kət͡ʃˈrutan/
kecrutan,[kət͡ʃˈru.t̪an]
kecuak,[kəˈt͡ʃuaʔ]
kecuali,[kət͡ʃuˈali]
kecubung,/kə.ˈt͡ʃu.bʊŋ/
kecurangan,/kət͡ʃuˈraŋan/
kecurangan,[kə.t͡ʃuˈra.ŋan]
kecurian,/kət͡ʃuˈrian/
kecurian,[kə.t͡ʃuˈri.an]
kedaerahan,/kədaɛˈrahan/
kedaerahan,[kə.da.ɛˈra.han]
kedai,[kəˈdai̯]
kedalaman,/kə.daˈla.man/
kedaluwarsa,/kədaluˈwarsa/
kedaluwarsa,[kə.da.luˈwar.sa]
kedam,/kə.ˈdam/
kedap,/kəˈdap/
kedap,[kəˈdap̚]
kedasi,/kəˈdasi/
kedasi,[kəˈda.si]
kedatangan,/kədaˈtaŋan/
kedatangan,[kə.daˈt̪a.ŋan]
kedaton,/kəˈdatɔn/
kedatuan,/kədaˈtuan/
kedatuan,[kə.daˈt̪u.an]
kedaulatan,/kədauˈlatan/
kedaulatan,[kə.da.uˈla.t̪an]
kedekatan,/kədəˈkatan/
kedekatan,[kə.dəˈka.t̪an]
kedelai,/ˈkədəlai̯/
kedelai,[ˈkə.də.lai̯]
kedelapan,/kədəˈlapan/
kedelapan,[kə.dəˈla.pan]
kedengaran,/kə.dəˈŋa.ran/
kedengeran,/kə.də.ŋəˈran/
kedewaan,[kədɛˈwaa̯n]
kedidi,/ˈt͡ʃerek/
kedidi,[ˈt͡ʃe.rɛk̚]
kedinasan,/kə.diˈna.san/
kedinasan,[kə.diˈna.san]
kedinginan,/kə.diˈŋi.nan/
kedinginan,[kə.diˈŋi.nan]
kedokteran,/kə.dok.tə.ran/
kedokteran forensik,[kəd̪ɔkˈt̪əran foˈrɛnsik]
kedokteran hewan,/kəˌdɔk.tə.ran ˈhe.wan/
kedokteran hewan,[kəˌdɔk̚.t̪ə.ran ˈhe.wan]
kedokteran jiwa,/kə.dɔk.ˈtər.an ˈd͡ʒi.wa/
kedokteran nuklir,/kə.dɔk.tər.ˈan ˈnu.klɪr/
kedondong,/kəˈdondoŋ/
kedondong,[kəˈdon.dɔŋ]
kedondong hutan,/kəˌdondoŋ ˈhutan/
kedondong hutan,[kəˌdon.dɔŋ ˈhu.t̪an]
kedua,/kəˈdu.a/
kedua,[kəˈdu.a]
keduanya,/kəduˈaɲa/
keduanya,[kə.duˈa.ɲa]
kedudukan,/kə.du.ˈdʊk.an/
keduniawian,/kə.du.ni.a.ˈwi.an/
kedut,/kəˈdut/
kedut,[kəˈdʊt̪̚]
kedutaan,/kədutaan/
kedwimaknaan,/kə.dwiˈmaʔ.na.an/
keempat,/kəˈəmpat/
keenakan,/kəɛˈnakan/
keenakan,[kə.ɛˈna.kan]
keenam,/ˈkəənam/
keenam,[ˈkə.(ʔ)ə.nam]
kefleksibelan,/kəflekˈsibəlan/
kegagahan,/kəɡaˈɡahan/
kegagahan,[kə.ɡaˈɡa.han]
kegagalan,/kəɡaˈɡalan/
kegagalan,[kə.ɡaˈɡa.lan]
kegagapan,/kəɡaˈɡapan/
kegagapan,[kə.ɡaˈɡa.pan]
kegaiban,/kə.ɡaˈi.ban/
keganasan,[kəɡaˈnasan]
kegelapan,/kə.ɡəˈla.pan/
kegelapan,[kə.ɡəˈla.pan]
kegemaran,/kəɡəˈmaran/
kegemaran,[kə.ɡəˈma.ran]
kegemparan,/kə.ɡəmˈpa.ran/
kegiatan,/kəɡiˈatan/
kegiatan,[kə.ɡiˈa.t̪an]
kegugupan,/kə.ɡuˈɡu.pan/
keguguran,/kəɡuˈɡuran/
keguguran,[kə.ɡuˈɡu.ran]
kegunaan,/kəɡuˈnaan/
kegunaan,[kə.ɡuˈna.(ʔ)an]
keguruan,/kəɡuˈruan/
keguruan,[kə.ɡuˈru.an]
kehakiman,/kə.ha.ˈkɪm.an/
kehamilan,/kəhaˈmilan/
kehamilan,[kə.haˈmi.lan]
kehamilan palsu,/kə.haˌmi.lan ˈpal.su/
kehamilan palsu,[kə.haˌmi.lan ˈpal.su]
kehausan,/kə.haʊs.an/
kehendak,/kə.hənˈdaʔ/
kehicap,/kəˈhit͡ʃap/
kehicap,[kəˈhi.t͡ʃap̚]
kehidupan,/kəhiˈdupan/
kehidupan,[kə.hiˈdu.pan]
kehidupan nyata,/kəhiˌdupan ˈɲata/
kehidupan nyata,[kə.hiˌdu.pan ˈɲa.t̪a]
kehilangan,/kəhiˈlaŋan/
kehilangan,[kə.hiˈla.ŋan]
kehormatan,/kəhorˈmatan/
kehormatan,[kə.horˈma.t̪an]
kehujanan,/kəˈhud͡ʒanan/
keibodan,/kei.bo.dan/
keik,/ˈkeik/
keik,[ˈke.ɪk̚]
keik sifon,/ˈkeik ˈsi.fɔn/
keiki,/keˈiki/
keiki,[keˈi.ki]
keimamatan,/kəimaˈmatan/
keimamatan,[kə.i.maˈma.t̪an]
keindahan,/kəinˈdahan/
keindahan,[kə.inˈda.han]
keindraan,/kəinˈdraan/
keindraan,[kə.inˈdra.(ʔ)an]
keinggrisan,/kəiŋˈɡrisan/
keinggrisan,[kə.iŋˈɡri.san]
keinginan,/kə.iˈŋi.nan/
keistimewaan,/kəistimɛˈwaan/
keistimewaan,[kə.is.t̪i.mɛˈwa.(ʔ)an]
kejadian,/kəd͡ʒaˈdian/
kejadian,[kə.d͡ʒaˈdi.an]
kejadian ikutan pasca imunisasi,[kəd͡ʒaˈdian ˈikʊtan ˈpast͡ʃa imuniˈsasi]
kejadian ikutan pascaimunisasi,[kəd͡ʒaˈdian ˈikʊtan ˈpast͡ʃaimuniˈsasi]
kejahatan,/kəd͡ʒaˈhatan/
kejahatan,[kə.d͡ʒaˈha.t̪an]
kejahatan kerah putih,/kə.d͡ʒa.ˈhat.an kə.ˈrah ˈpu.tɪh/
kejahatan perang,/kə.d͡ʒa.ˈhat.an pə.ˈraŋ/
kejahatan terorganisasi,/kəd͡ʒaˈhatan tərɔrɡaniˈsasi/
kejahatan terorganisir,/kəd͡ʒaˈhatan tərɔrɡaˈnisɪr/
kejaksaan,[kəd͡ʒak̚ˈsaan]
kejalangan,/kəd͡ʒaˈlaŋan/
kejalangan,[kə.d͡ʒaˈla.ŋan]
kejang,[kəˈd͡ʒaŋ]
kejar,/kəˈd͡ʒar/
kejar-kejar,/kə.d͡ʒar.kəˈd͡ʒar/
kejawaan,/kəd͡ʒaˈwaan/
kejawaan,[kə.d͡ʒaˈwa.(ʔ)an]
kejayaan,/kə.d͡ʒa.ˈja.an/
kejepit,/ˈkəd͡ʒəpit/
kejepit,[ˈkə.d͡ʒə.pɪt̪̚]
kejijikan,/kə.d͡ʒiˈd͡ʒi.kan/
keju,/ˈkɛd͡ʒu/
keju,[ˈkɛ.d͡ʒu]
kejuaraan,/kəd.͡ʒu.aˈra.an/
kejuaraan,[kət̪̚.͡ʒu.aˈra.(ʔ)an]
kejuruan,/kə.d͡ʒu.ˈru.an/
kejut,[kəˈd͡ʒʊt̚]
kejutan,/kəˈd͡ʒutan/
kejutan,[kəˈd͡ʒu.t̪an]
kek,/ke/
kek,/ˈkek/
kek,/ˈkeʔ/
kek,[ke]
kek,[ˈkɛk̚]
kek,[ˈkɛʔ]
kekacauan,/kəkaˈt͡ʃawan/
kekacauan,[kə.kaˈt͡ʃa.wan]
kekaisaran,/kəkai̯ˈsaran/
kekaisaran,[kə.kai̯ˈsa.ran]
kekaisaran bizantium,/kəkai̯ˌsaran bizanˈtium/
kekaisaran bizantium,[kə.kai̯ˌsa.ran bi.zan̪ˈt̪i.ʊm]
kekaisaran romawi timur,/kəkaiˌsaran roˌmawi ˈtimur/
kekaisaran romawi timur,[kə.ka.iˌsa.ran roˌma.wi ˈt̪i.mʊr]
kekal,/kəˈkal/
kekal,[kəˈkal]
kekalahan,/kə.kaˈla.han/
kekar,/kəˈkar/
kekar,[kəˈkar]
kekaryaan,/kəkaˈrjaan/
kekaryaan,[kə.kaˈrja.(ʔ)an]
kekasih,/kəˈka.sih/
kekasih,[kəˈka.sɪh]
kekasih gelap,/kəˈkasɪh ɡəˈlap̚/
kekayaan,/kəkaˈjaan/
kekayaan,[kə.kaˈja.(ʔ)an]
kekebalan,/kəkəˈbalan/
kekebalan,[kə.kəˈba.lan]
kekebalan kelompok,/kəkəˈbalan kəˈlɔmpɔk̚/
